School,ACARA SML ID,year,Locality,Median VCE study score,Percentage of study scores of 40 and over,Percentage of VCE students applying for tertiary places,Percentage of satisfactory VCE completions,ICSEA,School Sector,School Type,Total Enrolments,Latitude,Longitude
Catholic College Wodonga,46043.0,2021,WODONGA,28.0,3.7,50.8,99.0,1046.0,Catholic,Secondary,1214.0,-36.12961895,146.86239014
Catholic College Wodonga,46043.0,2022,WODONGA,29.0,3.8,53.0,96.0,1057.0,Catholic,Secondary,1213.0,-36.12961895,146.86239014
Catholic College Wodonga,,2023,WODONGA,28.0,3.4,60.9,99.0,,,,,,
Catholic Ladies College,45726.0,2014,ELTHAM,32.0,9.1,94.0,100.0,1092.0,Catholic,Secondary,947.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2015,ELTHAM,31.0,5.6,93.0,99.0,1099.0,Catholic,Secondary,916.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2016,ELTHAM,32.0,10.6,97.0,100.0,1100.0,Catholic,Secondary,912.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2017,ELTHAM,31.0,5.5,99.0,100.0,1095.0,Catholic,Secondary,861.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2018,ELTHAM,32.0,9.1,92.9,100.0,1103.0,Catholic,Secondary,814.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2019,ELTHAM,31.0,7.7,94.5,100.0,1102.0,Catholic,Secondary,778.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2020,ELTHAM,32.0,9.3,95.9,99.0,1102.0,Catholic,Secondary,755.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2021,ELTHAM,31.0,7.7,95.0,99.0,1108.0,Catholic,Secondary,765.0,-37.711525,145.143563
Catholic Ladies College,45726.0,2022,ELTHAM,31.0,8.8,93.5,100.0,1111.0,Catholic,Secondary,762.0,-37.711525,145.143563
Catholic Ladies College,,2023,ELTHAM,32.0,9.3,91.5,100.0,,,,,,
Catholic Regional College,40406.0,2014,MELTON WEST,28.0,4.0,84.0,100.0,,Catholic,Secondary,756.0,-37.699136,144.771012
Catholic Regional College,40406.0,2014,SYDENHAM,29.0,2.7,89.0,99.0,,Catholic,Secondary,756.0,-37.699136,144.771012
Catholic Regional College,40406.0,2015,MELTON WEST,29.0,4.7,87.0,100.0,,Catholic,Secondary,793.0,-37.699136,144.771012
Catholic Regional College,40406.0,2015,SYDENHAM,30.0,4.0,92.0,99.0,,Catholic,Secondary,793.0,-37.699136,144.771012
Catholic Regional College,40406.0,2016,MELTON WEST,28.0,3.4,87.0,98.0,,Catholic,Secondary,902.0,-37.699136,144.771012
Catholic Regional College,40406.0,2016,SYDENHAM,30.0,4.3,89.0,99.0,,Catholic,Secondary,902.0,-37.699136,144.771012
Catholic Regional College,40406.0,2017,CAROLINE SPRINGS,,,,,,Catholic,Secondary,905.0,-37.699136,144.771012
Catholic Regional College,40406.0,2017,MELTON WEST,28.0,1.8,77.0,99.0,,Catholic,Secondary,905.0,-37.699136,144.771012
Catholic Regional College,40406.0,2017,SYDENHAM,30.0,4.0,89.0,100.0,,Catholic,Secondary,905.0,-37.699136,144.771012
Catholic Regional College,40406.0,2018,CAROLINE SPRINGS,,,,,1015.0,Catholic,Secondary,883.0,-37.699136,144.771012
Catholic Regional College,40406.0,2018,KEILOR NORTH,,,,,1015.0,Catholic,Secondary,883.0,-37.699136,144.771012
Catholic Regional College,40406.0,2018,ST ALBANS,,,,,1015.0,Catholic,Secondary,883.0,-37.699136,144.771012
Catholic Regional College,40406.0,2018,MELTON WEST,29.0,1.4,82.6,100.0,1015.0,Catholic,Secondary,883.0,-37.699136,144.771012
Catholic Regional College,40406.0,2018,SYDENHAM,29.0,4.3,84.0,99.0,1015.0,Catholic,Secondary,883.0,-37.699136,144.771012
Catholic Regional College,40406.0,2019,CAROLINE SPRINGS,,,,,1019.0,Catholic,Secondary,865.0,-37.699136,144.771012
Catholic Regional College,40406.0,2019,MELTON WEST,28.0,1.2,90.1,100.0,1019.0,Catholic,Secondary,865.0,-37.699136,144.771012
Catholic Regional College,40406.0,2019,SYDENHAM,29.0,3.9,84.6,99.0,1019.0,Catholic,Secondary,865.0,-37.699136,144.771012
Catholic Regional College,40406.0,2020,CAROLINE SPRINGS,,,,,1015.0,Catholic,Secondary,859.0,-37.699136,144.771012
Catholic Regional College,40406.0,2020,MELTON WEST,28.0,2.0,92.4,100.0,1015.0,Catholic,Secondary,859.0,-37.699136,144.771012
Catholic Regional College,40406.0,2020,SYDENHAM,29.0,3.7,77.7,99.0,1015.0,Catholic,Secondary,859.0,-37.699136,144.771012
Catholic Regional College,40406.0,2021,CAROLINE SPRINGS,,,,,1018.0,Catholic,Secondary,902.0,-37.699136,144.771012
Catholic Regional College,40406.0,2021,MELTON WEST,28.0,3.0,74.5,99.0,1018.0,Catholic,Secondary,902.0,-37.699136,144.771012
Catholic Regional College,40406.0,2021,SYDENHAM,28.0,2.5,81.4,100.0,1018.0,Catholic,Secondary,902.0,-37.699136,144.771012
Catholic Regional College,40406.0,2022,CAROLINE SPRINGS,,,,,1018.0,Catholic,Secondary,903.0,-37.699136,144.771012
Catholic Regional College,40406.0,2022,MELTON WEST,28.0,1.8,83.7,99.0,1018.0,Catholic,Secondary,903.0,-37.699136,144.771012
Catholic Regional College,40406.0,2022,SYDENHAM,28.0,2.2,79.5,98.0,1018.0,Catholic,Secondary,903.0,-37.699136,144.771012
Catholic Regional College,,2023,CAROLINE SPRINGS,,,,,,,,,,
Catholic Regional College,,2023,KEILOR NORTH,,,,,,,,,,
Catholic Regional College,,2023,ST ALBANS,,,,,,,,,,
Catholic Regional College,,2023,SYDENHAM,27.0,2.0,73.5,99.0,,,,,,
Catholic Regional College,,2023,MELTON WEST,27.0,1.4,67.7,98.0,,,,,,
Caulfield Grammar School,46139.0,2014,WHEELERS HILL,35.0,21.9,99.0,100.0,1144.0,Independent,Combined,3059.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2014,ST KILDA EAST,35.0,23.0,94.0,100.0,1144.0,Independent,Combined,3059.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2015,WHEELERS HILL,34.0,21.1,99.0,100.0,1141.0,Independent,Combined,3071.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2015,ST KILDA EAST,35.0,23.4,96.0,100.0,1141.0,Independent,Combined,3071.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2016,WHEELERS HILL,35.0,23.3,99.0,100.0,1138.0,Independent,Combined,3062.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2016,ST KILDA EAST,35.0,26.3,96.0,100.0,1138.0,Independent,Combined,3062.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2017,WHEELERS HILL,34.0,25.2,97.0,100.0,1140.0,Independent,Combined,3082.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2017,ST KILDA EAST,35.0,25.7,98.0,100.0,1140.0,Independent,Combined,3082.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2018,WHEELERS HILL,35.0,24.0,96.5,100.0,1127.0,Independent,Combined,3115.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2018,ST KILDA EAST,34.0,22.8,97.6,100.0,1127.0,Independent,Combined,3115.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2019,WHEELERS HILL,35.0,19.8,98.8,100.0,1116.0,Independent,Combined,3171.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2019,ST KILDA EAST,35.0,22.6,97.4,99.0,1116.0,Independent,Combined,3171.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2020,WHEELERS HILL,34.0,21.1,97.9,100.0,1116.0,Independent,Combined,3174.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2020,ST KILDA EAST,35.0,20.1,100.0,100.0,1116.0,Independent,Combined,3174.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2021,WHEELERS HILL,34.0,19.6,98.2,100.0,1130.0,Independent,Combined,3148.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2021,ST KILDA EAST,34.0,19.4,94.3,100.0,1130.0,Independent,Combined,3148.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2022,WHEELERS HILL,34.0,22.4,93.9,100.0,1149.0,Independent,Combined,3228.0,-37.877377,145.004887
Caulfield Grammar School,46139.0,2022,ST KILDA EAST,34.0,19.3,96.9,100.0,1149.0,Independent,Combined,3228.0,-37.877377,145.004887
Caulfield Grammar School,,2023,WHEELERS HILL,33.0,18.8,98.3,99.0,,,,,,
Caulfield Grammar School,,2023,ST KILDA EAST,33.0,17.2,96.3,99.0,,,,,,
Caulfield Park Comm School,46139.0,2014,CAULFIELD NORTH,,,,,1144.0,Independent,Combined,3059.0,-37.877377,145.004887
Centre for Adult Education,,2014,MELBOURNE,26.0,1.8,33.0,83.0,,,,,,
Centre for Adult Education,,2015,MELBOURNE,26.0,2.6,35.0,87.0,,,,,,
Centre for Adult Education,,2016,MELBOURNE,27.0,3.5,37.0,82.0,,,,,,
Centre for Adult Education,,2017,MELBOURNE,25.0,1.9,34.0,81.0,,,,,,
Centre for Adult Education,,2018,MELBOURNE,25.0,1.2,32.8,84.0,,,,,,
Chaffey Secondary College,45337.0,2015,MILDURA,,,,,875.0,Government,Secondary,582.0,-34.19573,142.147985
Chaffey Secondary College,45337.0,2016,MILDURA,,,,,873.0,Government,Secondary,523.0,-34.19573,142.147985
Chaffey Secondary College,45337.0,2017,MILDURA,,,,,868.0,Government,Secondary,467.0,-34.19573,142.147985
Chaffey Secondary College,45337.0,2018,MILDURA,,,,,862.0,Government,Secondary,463.0,-34.19573,142.147985
Chaffey Secondary College,45337.0,2019,MILDURA,,,,,869.0,Government,Secondary,460.0,-34.19573,142.147985
Chaffey Secondary College,,2023,MILDURA,,,,,,,,,,
Chairo Christian School,46295.0,2014,DROUIN,31.0,3.2,84.0,100.0,1033.0,Independent,Combined,1181.0,-38.142837,145.877116
Chairo Christian School,46295.0,2015,DROUIN,30.0,6.5,75.0,98.0,1033.0,Independent,Combined,1227.0,-38.142837,145.877116
Chairo Christian School,46295.0,2016,DROUIN,29.0,4.3,76.0,98.0,1031.0,Independent,Combined,1352.0,-38.142837,145.877116
Chairo Christian School,46295.0,2017,DROUIN,29.0,4.8,83.0,100.0,1031.0,Independent,Combined,1398.0,-38.142837,145.877116
Chairo Christian School,46295.0,2018,DROUIN,29.0,5.8,81.6,100.0,1038.0,Independent,Combined,1427.0,-38.142837,145.877116
Chairo Christian School,46295.0,2019,DROUIN,29.0,4.7,79.5,100.0,1042.0,Independent,Combined,1465.0,-38.142837,145.877116
Chairo Christian School,46295.0,2020,DROUIN,29.0,1.1,75.7,100.0,1042.0,Independent,Combined,1536.0,-38.142837,145.877116
Chairo Christian School,46295.0,2020,NAR NAR GOON,30.0,2.4,82.8,100.0,1042.0,Independent,Combined,1536.0,-38.142837,145.877116
Chairo Christian School,46295.0,2021,DROUIN,29.0,4.5,72.2,100.0,1047.0,Independent,Combined,1553.0,-38.142837,145.877116
Chairo Christian School,46295.0,2021,NAR NAR GOON,28.0,3.5,72.7,95.0,1047.0,Independent,Combined,1553.0,-38.142837,145.877116
Chairo Christian School,46295.0,2022,NAR NAR GOON,27.0,3.7,87.8,100.0,1051.0,Independent,Combined,1568.0,-38.142837,145.877116
Chairo Christian School,46295.0,2022,DROUIN,28.0,4.7,66.7,100.0,1051.0,Independent,Combined,1568.0,-38.142837,145.877116
Chairo Christian School,,2023,DROUIN,29.0,5.1,58.7,98.0,,,,,,
Chairo Christian School,,2023,NAR NAR GOON,30.0,3.4,60.0,100.0,,,,,,
Charles La Trobe P-12 College,45616.0,2014,PRESTON,,,,,919.0,Government,Combined,657.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2014,MACLEOD WEST,29.0,2.3,92.0,96.0,919.0,Government,Combined,657.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2015,PRESTON,,,,,922.0,Government,Combined,683.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2015,MACLEOD WEST,26.0,2.9,96.0,96.0,922.0,Government,Combined,683.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2016,PRESTON,,,,,923.0,Government,Combined,718.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2016,MACLEOD WEST,24.0,8.3,100.0,100.0,923.0,Government,Combined,718.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2017,PRESTON,,,,,938.0,Government,Combined,775.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2017,MACLEOD WEST,27.0,0.0,89.0,92.0,938.0,Government,Combined,775.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2018,PRESTON,,,,,944.0,Government,Combined,821.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2018,MACLEOD WEST,25.0,1.0,97.6,98.0,944.0,Government,Combined,821.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2019,PRESTON,,,,,954.0,Government,Combined,808.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2019,MACLEOD WEST,24.0,1.7,94.9,95.0,954.0,Government,Combined,808.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2020,PRESTON,,,,,953.0,Government,Combined,762.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2020,MACLEOD WEST,24.0,0.5,100.0,100.0,953.0,Government,Combined,762.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2021,PRESTON,,,,,952.0,Government,Combined,722.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2021,MACLEOD WEST,23.0,1.3,97.1,97.0,952.0,Government,Combined,722.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2022,PRESTON,,,,,942.0,Government,Combined,708.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,45616.0,2022,MACLEOD WEST,24.0,1.0,95.7,96.0,942.0,Government,Combined,708.0,-37.72915436,145.05979101
Charles La Trobe P-12 College,,2023,PRESTON,,,14.3,71.0,,,,,,
Charles La Trobe P-12 College,,2023,MACLEOD WEST,25.0,,94.9,97.0,,,,,,
Charlton College,45566.0,2014,CHARLTON,31.0,8.2,78.0,100.0,967.0,Government,Combined,138.0,-36.270312,143.359633
Charlton College,45566.0,2015,CHARLTON,33.0,17.3,100.0,100.0,967.0,Government,Combined,144.0,-36.270312,143.359633
Charlton College,45566.0,2016,CHARLTON,31.0,21.2,100.0,100.0,963.0,Government,Combined,136.0,-36.270312,143.359633
Charlton College,45566.0,2017,CHARLTON,32.0,8.1,86.0,100.0,970.0,Government,Combined,138.0,-36.270312,143.359633
Charlton College,45566.0,2018,CHARLTON,31.0,8.6,100.0,100.0,974.0,Government,Combined,141.0,-36.270312,143.359633
Charlton College,45566.0,2019,CHARLTON,30.0,0.0,100.0,100.0,985.0,Government,Combined,143.0,-36.270312,143.359633
Charlton College,45566.0,2020,CHARLTON,31.0,11.1,40.0,100.0,978.0,Government,Combined,143.0,-36.270312,143.359633
Charlton College,45566.0,2021,CHARLTON,28.0,6.5,50.0,100.0,991.0,Government,Combined,156.0,-36.270312,143.359633
Charlton College,45566.0,2022,CHARLTON,31.0,0.0,85.7,100.0,976.0,Government,Combined,140.0,-36.270312,143.359633
Charlton College,,2023,CHARLTON,31.0,7.1,44.4,100.0,,,,,,
Cheltenham Secondary College,45368.0,2014,CHELTENHAM,30.0,3.2,96.0,99.0,1037.0,Government,Secondary,1035.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2015,CHELTENHAM,29.0,5.9,90.0,100.0,1034.0,Government,Secondary,996.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2016,CHELTENHAM,30.0,5.1,82.0,98.0,1037.0,Government,Secondary,963.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2017,CHELTENHAM,29.0,6.2,95.0,99.0,1035.0,Government,Secondary,914.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2018,CHELTENHAM,28.0,4.6,91.8,99.0,1046.0,Government,Secondary,910.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2019,CHELTENHAM,29.0,6.4,89.2,100.0,1046.0,Government,Secondary,960.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2020,CHELTENHAM,29.0,5.7,83.0,99.0,1047.0,Government,Secondary,928.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2021,CHELTENHAM,30.0,5.5,80.2,100.0,1045.0,Government,Secondary,893.0,-37.953335,145.068585
Cheltenham Secondary College,45368.0,2022,CHELTENHAM,29.0,5.9,89.9,100.0,1052.0,Government,Secondary,883.0,-37.953335,145.068585
Cheltenham Secondary College,,2023,CHELTENHAM,30.0,4.2,67.9,98.0,,,,,,
Christian Brothers' College,46255.0,2014,ST KILDA EAST,30.0,7.2,88.0,100.0,1078.0,Independent,Combined,844.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2015,ST KILDA EAST,29.0,5.5,84.0,98.0,1087.0,Independent,Combined,825.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2016,ST KILDA EAST,29.0,2.6,85.0,99.0,1086.0,Independent,Combined,809.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2017,ST KILDA EAST,30.0,5.1,90.0,98.0,1088.0,Independent,Combined,827.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2018,ST KILDA EAST,31.0,6.7,86.7,100.0,1095.0,Independent,Combined,821.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2019,ST KILDA EAST,29.0,5.2,90.5,100.0,1102.0,Independent,Combined,832.0,-37.76293666,145.3043162
Christian Brothers' College,46255.0,2020,ST KILDA EAST,29.0,4.7,90.0,100.0,1102.0,Independent,Combined,838.0,-37.76293666,145.3043162
Christian College Institute,46262.0,2014,WAURN PONDS,31.0,10.2,89.0,99.0,,Independent,Combined,974.0,-38.185241,144.313073
Christian College Institute,46262.0,2015,WAURN PONDS,32.0,8.6,84.0,99.0,,Independent,Combined,963.0,-38.185241,144.313073
Christian College Institute,46262.0,2016,WAURN PONDS,32.0,11.1,83.0,99.0,,Independent,Combined,980.0,-38.185241,144.313073
Christian College Institute,46262.0,2017,WAURN PONDS,31.0,9.0,87.0,100.0,1077.0,Independent,Combined,984.0,-38.185241,144.313073
Christian College Institute,46262.0,2018,WAURN PONDS,32.0,7.8,78.9,98.0,1079.0,Independent,Combined,1003.0,-38.185241,144.313073
Christian College Institute,46262.0,2019,WAURN PONDS,30.0,5.5,80.6,100.0,1099.0,Independent,Combined,1026.0,-38.185241,144.313073
Christian College Institute,46262.0,2020,WAURN PONDS,30.0,7.1,83.0,99.0,1099.0,Independent,Combined,1007.0,-38.185241,144.313073
Christian College Institute,46262.0,2021,WAURN PONDS,30.0,5.9,86.3,100.0,1097.0,Independent,Combined,1990.0,-38.185241,144.313073
Christian College Institute,46262.0,2022,WAURN PONDS,30.0,6.1,82.9,99.0,1094.0,Independent,Combined,1990.0,-38.185241,144.313073
Christian College Institute,,2023,WAURN PONDS,30.0,5.9,78.2,100.0,,,,,,
Cire Community School,51484.0,2016,YARRA JUNCTION,,,,,,Independent,Special,111.0,-37.781467,145.614423
Cire Community School,51484.0,2017,YARRA JUNCTION,,,,,,Independent,Special,119.0,-37.781467,145.614423
Cire Community School,51484.0,2018,YARRA JUNCTION,,,,,,Independent,Special,138.0,-37.781467,145.614423
Cire Community School,51484.0,2019,YARRA JUNCTION,,,,,,Independent,Special,151.0,-37.7573,145.3506
Cire Community School,51484.0,2020,YARRA JUNCTION,,,,,,Independent,Special,184.0,-37.7573,145.3506
Cire Community School,51484.0,2021,YARRA JUNCTION,,,,,985.0,Independent,Special,266.0,-37.7573,145.3506
Cire Community School,51484.0,2022,YARRA JUNCTION,,,,,983.0,Independent,Special,363.0,-37.7573,145.3506
Cire Community School,,2023,YARRA JUNCTION,,,,31.0,,,,,,
Clonard College,45909.0,2014,GEELONG WEST,30.0,5.9,89.0,99.0,1001.0,Catholic,Secondary,822.0,-38.129766,144.33003
Clonard College,45909.0,2015,GEELONG WEST,32.0,6.8,84.0,97.0,1023.0,Catholic,Secondary,817.0,-38.129766,144.33003
Clonard College,45909.0,2016,GEELONG WEST,30.0,4.6,88.0,98.0,1028.0,Catholic,Secondary,844.0,-38.129766,144.33003
Clonard College,45909.0,2017,HERNE HILL,30.0,4.9,79.0,100.0,1031.0,Catholic,Secondary,880.0,-38.129766,144.33003
Clonard College,45909.0,2018,HERNE HILL,31.0,7.3,85.2,100.0,1033.0,Catholic,Secondary,898.0,-38.129766,144.33003
Clonard College,45909.0,2019,HERNE HILL,30.0,7.0,71.7,99.0,1040.0,Catholic,Secondary,916.0,-38.129766,144.33003
Clonard College,45909.0,2020,HERNE HILL,30.0,5.6,80.7,100.0,1043.0,Catholic,Secondary,919.0,-38.129766,144.33003
Clonard College,45909.0,2021,HERNE HILL,29.0,5.9,71.2,99.0,1047.0,Catholic,Secondary,929.0,-38.129766,144.33003
Clonard College,45909.0,2022,HERNE HILL,29.0,4.5,79.5,98.0,1046.0,Catholic,Secondary,935.0,-38.129766,144.33003
Clonard College,,2023,HERNE HILL,30.0,5.8,70.0,98.0,,,,,,
Cobden Technical School,45327.0,2014,COBDEN,24.0,0.0,95.0,100.0,942.0,Government,Secondary,320.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2015,COBDEN,22.0,0.5,87.0,97.0,939.0,Government,Secondary,294.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2016,COBDEN,20.0,0.0,64.0,100.0,940.0,Government,Secondary,262.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2017,COBDEN,22.0,0.0,74.0,89.0,928.0,Government,Secondary,211.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2018,COBDEN,24.0,0.0,84.6,100.0,930.0,Government,Secondary,150.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2019,COBDEN,23.0,0.0,75.0,100.0,955.0,Government,Secondary,122.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2020,COBDEN,25.0,0.0,75.0,100.0,938.0,Government,Secondary,117.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2021,COBDEN,31.0,0.0,0.0,100.0,942.0,Government,Secondary,128.0,-38.32403633,143.06360586
Cobden Technical School,45327.0,2022,COBDEN,22.0,0.0,16.7,92.0,922.0,Government,Secondary,102.0,-38.32403633,143.06360586
Cobden Technical School,,2023,COBDEN,27.0,,40.0,100.0,,,,,,
Cobram Anglican Grammar School,46356.0,2015,COBRAM,25.0,1.9,89.0,100.0,1027.0,Independent,Combined,232.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2016,COBRAM,28.0,8.3,85.0,100.0,1020.0,Independent,Combined,270.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2017,COBRAM,26.0,3.1,80.0,100.0,1012.0,Independent,Combined,329.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2018,COBRAM,25.0,4.5,76.9,100.0,1014.0,Independent,Combined,341.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2019,COBRAM,27.0,0.0,88.9,78.0,1014.0,Independent,Combined,389.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2020,COBRAM,27.0,1.5,76.9,92.0,1014.0,Independent,Combined,391.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2021,COBRAM,27.0,6.3,76.5,100.0,1009.0,Independent,Combined,402.0,-35.924283,145.660055
Cobram Anglican Grammar School,46356.0,2022,COBRAM,26.0,2.8,61.5,100.0,1005.0,Independent,Combined,394.0,-35.924283,145.660055
Cobram Anglican Grammar School,,2023,COBRAM,28.0,9.7,59.1,95.0,,,,,,
Cobram Secondary College,45369.0,2014,COBRAM,28.0,5.6,90.0,100.0,955.0,Government,Secondary,455.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2015,COBRAM,29.0,2.2,71.0,90.0,950.0,Government,Secondary,439.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2016,COBRAM,28.0,0.5,88.0,98.0,944.0,Government,Secondary,404.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2017,COBRAM,27.0,2.4,69.0,98.0,951.0,Government,Secondary,387.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2018,COBRAM,26.0,7.0,52.6,97.0,950.0,Government,Secondary,368.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2019,COBRAM,28.0,1.7,71.4,100.0,954.0,Government,Secondary,357.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2020,COBRAM,26.0,0.9,78.6,100.0,959.0,Government,Secondary,361.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2021,COBRAM,28.0,0.0,70.0,95.0,963.0,Government,Secondary,355.0,-35.913605,145.654121
Cobram Secondary College,45369.0,2022,COBRAM,24.0,2.0,56.5,83.0,956.0,Government,Secondary,384.0,-35.913605,145.654121
Cobram Secondary College,,2023,COBRAM,27.0,2.6,43.3,100.0,,,,,,
Coburg High School,40780.0,2015,COBURG,28.0,4.3,83.0,100.0,1039.0,Government,Secondary,256.0,-37.740781,144.972778
Coburg High School,40780.0,2016,COBURG,29.0,3.4,67.0,100.0,1044.0,Government,Secondary,406.0,-37.740781,144.972778
Coburg High School,40780.0,2017,COBURG,30.0,8.0,63.0,100.0,1045.0,Government,Secondary,532.0,-37.740781,144.972778
Coburg High School,40780.0,2018,COBURG,33.0,3.3,100.0,100.0,1053.0,Government,Secondary,694.0,-37.740781,144.972778
Coburg High School,40780.0,2019,COBURG,29.0,9.1,,,1061.0,Government,Secondary,869.0,-37.740781,144.972778
Coburg High School,40780.0,2020,COBURG,28.0,3.2,92.5,100.0,1062.0,Government,Secondary,1048.0,-37.740781,144.972778
Coburg High School,40780.0,2021,COBURG,29.0,6.1,89.6,95.0,1072.0,Government,Secondary,1125.0,-37.740781,144.972778
Coburg High School,40780.0,2022,COBURG,28.0,2.8,85.3,99.0,1088.0,Government,Secondary,1211.0,-37.740781,144.972778
Coburg High School,,2023,COBURG,29.0,2.7,82.7,97.0,,,,,,
Coburg Senior High School,40780.0,2014,COBURG,28.0,4.1,87.0,92.0,,Government,Secondary,129.0,-37.740781,144.972778
Cohuna Secondary College,45370.0,2014,COHUNA,28.0,3.4,83.0,97.0,990.0,Government,Secondary,287.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2015,COHUNA,28.0,3.5,93.0,100.0,995.0,Government,Secondary,269.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2016,COHUNA,28.0,2.1,86.0,100.0,988.0,Government,Secondary,234.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2017,COHUNA,27.0,4.3,79.0,97.0,990.0,Government,Secondary,225.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2018,COHUNA,28.0,5.2,81.1,92.0,971.0,Government,Secondary,214.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2019,COHUNA,29.0,9.9,76.7,97.0,972.0,Government,Secondary,211.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2020,COHUNA,27.0,2.7,75.0,93.0,978.0,Government,Secondary,191.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2021,COHUNA,26.0,1.9,71.4,95.0,981.0,Government,Secondary,194.0,-35.813503,144.226425
Cohuna Secondary College,45370.0,2022,COHUNA,28.0,8.5,73.3,100.0,975.0,Government,Secondary,185.0,-35.813503,144.226425
Cohuna Secondary College,,2023,COHUNA,28.0,2.3,85.7,100.0,,,,,,
Colac Secondary College,45593.0,2014,COLAC,26.0,2.1,56.0,94.0,944.0,Government,Secondary,556.0,-38.35149548,143.59010207
